,Source,Label,Target
5441,Q6135125,statement/Q6233248-F74FA4A1-3EAC-42EF-8BA4-91B18D1B6C01,http://www.wikidata.org/entity/statement/Q6233248-F74FA4A1-3EAC-42EF-8BA4-91B18D1B6C01
5442,Q6135125,statement/q6233248-9D15772A-F37C-44C7-B6CF-1C5CD3E6CF63,http://www.wikidata.org/entity/statement/q6233248-9D15772A-F37C-44C7-B6CF-1C5CD3E6CF63
5443,Q6135125,statement/Q6233248-A1AC6D83-E901-46B3-A237-638855BE2E82,http://www.wikidata.org/entity/statement/Q6233248-A1AC6D83-E901-46B3-A237-638855BE2E82
5444,Q6135125,statement/Q6233248-e1779be0-aaa5-417a-9f19-826ec29d60ae,http://www.wikidata.org/entity/statement/Q6233248-e1779be0-aaa5-417a-9f19-826ec29d60ae
5445,Q6135125,statement/Q6233248-e6741e62-970e-41e7-b4ad-37593e1786df,http://www.wikidata.org/entity/statement/Q6233248-e6741e62-970e-41e7-b4ad-37593e1786df
5446,Q6135125,statement/Q6233248-e9e26087-e820-45c2-83a0-1a9c53749b28,http://www.wikidata.org/entity/statement/Q6233248-e9e26087-e820-45c2-83a0-1a9c53749b28
5447,Q6135125,statement/Q6233248-ea5bbd3e-253f-4dae-a773-a108388e96a8,http://www.wikidata.org/entity/statement/Q6233248-ea5bbd3e-253f-4dae-a773-a108388e96a8
5448,Q6135125,statement/q6233248-F2791CDB-7102-4D3E-8F72-93C0B038D389,http://www.wikidata.org/entity/statement/q6233248-F2791CDB-7102-4D3E-8F72-93C0B038D389
5449,Q6135125,https://dblp.org/pid/45/2187,https://dblp.org/pid/45/2187
5450,Q6135125,/m/027rqx2,/m/027rqx2
5451,Q6135125,07021090X,07021090X
5452,Q6135125,12280281t,12280281t
5453,Q6135125,14721249,14721249
5454,Q6135125,45/2187,45/2187
5455,Q6135125,81406599452,81406599452
5456,Q6135125,987007430337705171,987007430337705171
5457,Q6135125,E39PBJpJcCC3RRmBVfDRPhWVYP,E39PBJpJcCC3RRmBVfDRPhWVYP
5458,Q6135125,fitch.john,fitch.john
5459,Q6135125,031623417,031623417
5460,Q6135125,Dalia Khader,http://www.wikidata.org/entity/Q102356356
5461,Q6135125,statement/Q6233248-25E17CFE-4DA8-4D14-B7C2-68CF746FBD41,http://www.wikidata.org/entity/statement/Q6233248-25E17CFE-4DA8-4D14-B7C2-68CF746FBD41
5462,Q6135125,person/c36e1fa4-f2e2-4a53-aa98-9f92a91a2d95,person/c36e1fa4-f2e2-4a53-aa98-9f92a91a2d95
5463,Q6135125,Nalina Phisanbut,http://www.wikidata.org/entity/Q102395944
5464,Q6135125,Saif Mohammed Al-Kuwari,http://www.wikidata.org/entity/Q102395947
5465,Q6135125,David John Wilson,http://www.wikidata.org/entity/Q102489253
5466,Q6135125,John Fitch,http://www.wikidata.org/entity/Q578827
5467,Q6135125,statement/Q95757120-1EEDF2B8-A885-4B93-A008-95564AFF46F9,http://www.wikidata.org/entity/statement/Q95757120-1EEDF2B8-A885-4B93-A008-95564AFF46F9
5468,Q6135125,statement/Q95757120-2C90E120-31E1-4430-8903-33C96E9943A9,http://www.wikidata.org/entity/statement/Q95757120-2C90E120-31E1-4430-8903-33C96E9943A9
5469,Q6135125,statement/Q95757120-3B8A3A63-6FFD-4E61-A691-008D34ED6ABB,http://www.wikidata.org/entity/statement/Q95757120-3B8A3A63-6FFD-4E61-A691-008D34ED6ABB
5470,Q6135125,statement/Q95757120-8E5C36BE-5A6F-485B-AECA-0A2DAB5CB86D,http://www.wikidata.org/entity/statement/Q95757120-8E5C36BE-5A6F-485B-AECA-0A2DAB5CB86D
5471,Q6135125,statement/Q95757120-B591BF8F-3EA1-407D-A986-D8B51F411589,http://www.wikidata.org/entity/statement/Q95757120-B591BF8F-3EA1-407D-A986-D8B51F411589
5472,Q6135125,315110638,315110638
5473,Q6135125,Russell John Bradford,Russell John Bradford
5474,Q6135125,Russell John Bradford,Russell John Bradford
5475,Q6135125,Russell J. Bradford,Russell J. Bradford
5476,Q6135125,Russell J. Bradford,Russell J. Bradford
5477,Q6135125,Russell J. Bradford,Russell J. Bradford
5478,Q6135125,55394,55394
5479,Q6135125,Richardson,http://www.wikidata.org/entity/Q1479191
5480,Q6135125,55389,55389
5481,Q6135125,statement/Q102229350-EF633AF6-4722-4166-834D-1CB07B212DD5,http://www.wikidata.org/entity/statement/Q102229350-EF633AF6-4722-4166-834D-1CB07B212DD5
5482,Q6135125,statement/Q102229350-FBF7BBCA-DA07-463D-BB4F-6B43F9DC6503,http://www.wikidata.org/entity/statement/Q102229350-FBF7BBCA-DA07-463D-BB4F-6B43F9DC6503
5483,Q6135125,statement/Q102229350-8CD0EB3C-7DC6-46BA-8020-6A1D756FE5D0,http://www.wikidata.org/entity/statement/Q102229350-8CD0EB3C-7DC6-46BA-8020-6A1D756FE5D0
5484,Q6135125,statement/Q102229350-1513391B-4627-4E23-B5F5-CD813B55E5CB,http://www.wikidata.org/entity/statement/Q102229350-1513391B-4627-4E23-B5F5-CD813B55E5CB
5485,Q6135125,statement/Q102229350-3ce317c0-b8d2-4d54-b728-e3120430be08,http://www.wikidata.org/entity/statement/Q102229350-3ce317c0-b8d2-4d54-b728-e3120430be08
5486,Q6135125,statement/Q102229350-AA4C982F-9C0F-45BE-8719-38612F1B1D4B,http://www.wikidata.org/entity/statement/Q102229350-AA4C982F-9C0F-45BE-8719-38612F1B1D4B
5487,Q6135125,statement/Q102229350-f11b91b4-9aef-4542-9039-31cecf59a2de,http://www.wikidata.org/entity/statement/Q102229350-f11b91b4-9aef-4542-9039-31cecf59a2de
5488,Q6135125,statement/Q102229358-8CEC5737-ED2D-4CBB-9A73-16AA33ED0927,http://www.wikidata.org/entity/statement/Q102229358-8CEC5737-ED2D-4CBB-9A73-16AA33ED0927
5489,Q6135125,statement/Q102229358-C17CD663-A472-473B-A640-D06955C3B0A3,http://www.wikidata.org/entity/statement/Q102229358-C17CD663-A472-473B-A640-D06955C3B0A3
5490,Q6135125,statement/Q102229359-0221666A-D446-47E8-8ACE-EB792D528D06,http://www.wikidata.org/entity/statement/Q102229359-0221666A-D446-47E8-8ACE-EB792D528D06
5491,Q6135125,statement/Q102229359-BF338AD3-D5A1-4200-B6D6-7781DA605B2F,http://www.wikidata.org/entity/statement/Q102229359-BF338AD3-D5A1-4200-B6D6-7781DA605B2F
5492,Q6135125,statement/Q102229359-1903656B-20E9-45D8-B1A1-59B22F1540E6,http://www.wikidata.org/entity/statement/Q102229359-1903656B-20E9-45D8-B1A1-59B22F1540E6
5493,Q6135125,statement/Q102229358-2AB3EA5F-7474-4D6E-A09B-72471E449A65,http://www.wikidata.org/entity/statement/Q102229358-2AB3EA5F-7474-4D6E-A09B-72471E449A65
5494,Q6135125,statement/Q102229358-44dd5474-bae9-403c-a19a-0ce1e529bcaa,http://www.wikidata.org/entity/statement/Q102229358-44dd5474-bae9-403c-a19a-0ce1e529bcaa
5495,Q6135125,statement/Q102229358-6D195F21-1FBA-43EC-B135-679C4CF661EE,http://www.wikidata.org/entity/statement/Q102229358-6D195F21-1FBA-43EC-B135-679C4CF661EE
5496,Q6135125,statement/Q102229358-d7d06125-2cb7-4bce-83fc-0064aa26bdb1,http://www.wikidata.org/entity/statement/Q102229358-d7d06125-2cb7-4bce-83fc-0064aa26bdb1
5497,Q6135125,statement/Q102229359-920e08f2-c6e2-4150-9a9e-f3fd25cabd5f,http://www.wikidata.org/entity/statement/Q102229359-920e08f2-c6e2-4150-9a9e-f3fd25cabd5f
5498,Q6135125,statement/Q102229359-DF0CB3A8-4423-4D4D-9A5C-6DD458FAAD46,http://www.wikidata.org/entity/statement/Q102229359-DF0CB3A8-4423-4D4D-9A5C-6DD458FAAD46
5499,Q6135125,statement/Q102229359-fb33f0e5-1327-4d97-84df-274590a43961,http://www.wikidata.org/entity/statement/Q102229359-fb33f0e5-1327-4d97-84df-274590a43961
5500,Q6135125,statement/Q102229411-0546F4F3-B0D2-4D76-BF4E-D9942919E0A6,http://www.wikidata.org/entity/statement/Q102229411-0546F4F3-B0D2-4D76-BF4E-D9942919E0A6
5501,Q6135125,statement/Q102229411-E38EB8E9-9A0B-455F-AD07-E0DA365D670B,http://www.wikidata.org/entity/statement/Q102229411-E38EB8E9-9A0B-455F-AD07-E0DA365D670B
5502,Q6135125,statement/Q102229411-633b9efd-b794-47e7-98aa-d88fd0519ee5,http://www.wikidata.org/entity/statement/Q102229411-633b9efd-b794-47e7-98aa-d88fd0519ee5
5503,Q6135125,statement/Q102229411-7890e643-f1ef-4d19-acc7-9a14c27d8bab,http://www.wikidata.org/entity/statement/Q102229411-7890e643-f1ef-4d19-acc7-9a14c27d8bab
5504,Q6135125,statement/Q102229411-EBD2CBDF-6AC0-484D-98F9-9A6C51492CCC,http://www.wikidata.org/entity/statement/Q102229411-EBD2CBDF-6AC0-484D-98F9-9A6C51492CCC
5505,Q6135125,statement/Q102229465-03cec8e7-5f7c-4bbe-96f9-1cbbb5c7dbc8,http://www.wikidata.org/entity/statement/Q102229465-03cec8e7-5f7c-4bbe-96f9-1cbbb5c7dbc8
5506,Q6135125,statement/Q102229465-2F4B5D7E-DCA2-4824-8B1A-9BB9C1BA3887,http://www.wikidata.org/entity/statement/Q102229465-2F4B5D7E-DCA2-4824-8B1A-9BB9C1BA3887
5507,Q6135125,statement/Q102229465-DCBC16E8-B1B0-4CD5-9C06-204518D86CBE,http://www.wikidata.org/entity/statement/Q102229465-DCBC16E8-B1B0-4CD5-9C06-204518D86CBE
5508,Q6135125,statement/Q102229465-e407dd6f-bed2-490c-822f-95d55f9fc53d,http://www.wikidata.org/entity/statement/Q102229465-e407dd6f-bed2-490c-822f-95d55f9fc53d
5509,Q6135125,657114,657114
5510,Q6135125,Brian Dupee,Brian Dupee
5511,Q6135125,Brian J. Dupee,Brian J. Dupee
5512,Q6135125,Michael Gerard Richardson,Michael Gerard Richardson
5513,Q6135125,Nicholas A. Howgrave-Graham,Nicholas A. Howgrave-Graham
5514,Q6135125,Nicolas James Doye,Nicolas James Doye
5515,Q6135125,Ph.D. University of Bath 1997,Ph.D. University of Bath 1997
5516,Q6135125,Ph.D. University of Bath 1998,Ph.D. University of Bath 1998
5517,Q6135125,Brian J. Dupee,Brian J. Dupee
5518,Q6135125,Michael Gerard Richardson,Michael Gerard Richardson
5519,Q6135125,Nicholas A. Howgrave-Graham,Nicholas A. Howgrave-Graham
5520,Q6135125,Nicolas James Doye,Nicolas James Doye
5521,Q6135125,Brian J. Dupee,Brian J. Dupee
5522,Q6135125,Michael Gerard Richardson,Michael Gerard Richardson
5523,Q6135125,Nicholas A. Howgrave-Graham,Nicholas A. Howgrave-Graham
5524,Q6135125,Nicolas James Doye,Nicolas James Doye
5525,Q6135125,Brian J. Dupee,Brian J. Dupee
5526,Q6135125,Michael Gerard Richardson,Michael Gerard Richardson
5527,Q6135125,Nicholas A. Howgrave-Graham,Nicholas A. Howgrave-Graham
5528,Q6135125,Nicolas James Doye,Nicolas James Doye
5529,Q6135125,641914,641914
5530,Q6135125,Nicolas,http://www.wikidata.org/entity/Q7029481
5531,Q6135125,2336448539,2336448539
5532,Q6135125,2336448565,2336448565
5533,Q6135125,2336449232,2336449232
5534,Q6135125,2336450013,2336450013
5535,Q6135125,55425,55425
5536,Q6135125,1,1
5537,Q6135125,5,5
5538,Q6135125,6,6
5539,Q6135125,55467,55467
5540,Q6135125,Brian,http://www.wikidata.org/entity/Q15930574
5541,Q6135125,319990,319990
5542,Q6135125,2025-04-09T22:37:04Z,2025-04-09T22:37:04Z
5543,Q6135125,2025-04-09T22:37:09Z,2025-04-09T22:37:09Z
5544,Q6135125,2025-04-09T22:40:08Z,2025-04-09T22:40:08Z
5545,Q6135125,2025-04-09T22:43:15Z,2025-04-09T22:43:15Z
5546,Q6135125,55395,55395
5547,Q6135125,Michael,http://www.wikidata.org/entity/Q4927524
5548,Q6135125,Emma,http://www.wikidata.org/entity/Q541194
5549,Q6135125,John Fitch,http://www.wikidata.org/entity/Q6233248
5550,Q6135125,statement/Q102229465-10040C1F-AC6C-4477-BF6E-A40D906B24B5,http://www.wikidata.org/entity/statement/Q102229465-10040C1F-AC6C-4477-BF6E-A40D906B24B5
5551,Q6135125,statement/Q102229465-B11A8782-5BD1-4798-9686-DC75FE90492D,http://www.wikidata.org/entity/statement/Q102229465-B11A8782-5BD1-4798-9686-DC75FE90492D
5552,Q6135125,statement/Q102229465-E3799FB7-C2BB-4080-8530-82C7EBE8B385,http://www.wikidata.org/entity/statement/Q102229465-E3799FB7-C2BB-4080-8530-82C7EBE8B385
5553,Q6135125,statement/Q102229507-9EEFDFCE-124C-4E79-A65D-F37EC7AB8D3C,http://www.wikidata.org/entity/statement/Q102229507-9EEFDFCE-124C-4E79-A65D-F37EC7AB8D3C
5554,Q6135125,statement/Q102229507-8BDAA2D9-F1A7-4800-90A7-83AAACCC12F6,http://www.wikidata.org/entity/statement/Q102229507-8BDAA2D9-F1A7-4800-90A7-83AAACCC12F6
5555,Q6135125,statement/Q102229507-02E5C8D9-97EC-4AFC-8025-7953C690224E,http://www.wikidata.org/entity/statement/Q102229507-02E5C8D9-97EC-4AFC-8025-7953C690224E
5556,Q6135125,statement/Q102229507-381ed2d5-12c3-451c-9e90-487fd4828bef,http://www.wikidata.org/entity/statement/Q102229507-381ed2d5-12c3-451c-9e90-487fd4828bef
5557,Q6135125,statement/Q102229507-5b58fe08-1f92-493b-9b12-a79d63edd956,http://www.wikidata.org/entity/statement/Q102229507-5b58fe08-1f92-493b-9b12-a79d63edd956
5558,Q6135125,statement/Q102229507-8ae4ee7a-1cd7-41a1-ba8d-73d406e6053f,http://www.wikidata.org/entity/statement/Q102229507-8ae4ee7a-1cd7-41a1-ba8d-73d406e6053f
5559,Q6135125,statement/Q102229507-F728F6A5-12E3-4BF3-BFE8-B6BE4CBC3151,http://www.wikidata.org/entity/statement/Q102229507-F728F6A5-12E3-4BF3-BFE8-B6BE4CBC3151
5560,Q6135125,635798,635798
5561,Q6135125,Olga Markovna Tabachnikova,Olga Markovna Tabachnikova
5562,Q6135125,Ph.D. University of Bath 1995,Ph.D. University of Bath 1995
5563,Q6135125,Olga Markovna Tabachnikova,Olga Markovna Tabachnikova
5564,Q6135125,Olga Markovna Tabachnikova,Olga Markovna Tabachnikova
5565,Q6135125,Russell John Bradford,http://www.wikidata.org/entity/Q95757120
5566,Q6135125,Olga Markovna Tabachnikova,Olga Markovna Tabachnikova
5567,Q6135125,2416728357,2416728357
5568,Q6135125,2416728360,2416728360
5569,Q6135125,2336450414,2336450414
5570,Q6135125,Ph.D. University of Bath 2003,Ph.D. University of Bath 2003
5571,Q6135125,162667,162667
5572,Q6135125,statement/Q102292066-214774C5-51F5-407B-ADD4-7389C4B64FF3,http://www.wikidata.org/entity/statement/Q102292066-214774C5-51F5-407B-ADD4-7389C4B64FF3
5573,Q6135125,statement/Q102292066-11415806-E8EA-45AC-8790-2723555CF390,http://www.wikidata.org/entity/statement/Q102292066-11415806-E8EA-45AC-8790-2723555CF390
5574,Q6135125,statement/Q102292066-F8F723AC-1811-47EF-BD6C-C7EAB9F8EB2D,http://www.wikidata.org/entity/statement/Q102292066-F8F723AC-1811-47EF-BD6C-C7EAB9F8EB2D
5575,Q6135125,statement/Q102292066-08f11629-de83-4c91-b11e-d3ff1416661f,http://www.wikidata.org/entity/statement/Q102292066-08f11629-de83-4c91-b11e-d3ff1416661f
5576,Q6135125,statement/Q102292066-193DD4AD-58EF-4D74-8F5A-E86B6BA75530,http://www.wikidata.org/entity/statement/Q102292066-193DD4AD-58EF-4D74-8F5A-E86B6BA75530
5577,Q6135125,statement/Q102292066-3DDCFB06-C57F-46F6-A0CB-A8B473068268,http://www.wikidata.org/entity/statement/Q102292066-3DDCFB06-C57F-46F6-A0CB-A8B473068268
5578,Q6135125,statement/Q102292066-6699b8cf-2f86-487c-b0df-53e5206755de,http://www.wikidata.org/entity/statement/Q102292066-6699b8cf-2f86-487c-b0df-53e5206755de
5579,Q6135125,744273,744273
5580,Q6135125,Andrew James Holt,Andrew James Holt
5581,Q6135125,Andrew James Holt,Andrew James Holt
5582,Q6135125,Andrew James Holt,Andrew James Holt
5583,Q6135125,Andrew James Holt,Andrew James Holt
5584,Q6135125,2025-10-15T11:07:15Z,2025-10-15T11:07:15Z
5585,Q6135125,2025-10-15T11:07:16Z,2025-10-15T11:07:16Z
5586,Q6135125,2337167301,2337167301
5587,Q6135125,statement/Q102316299-74D7A30E-A980-4590-849F-519CABF9D82C,http://www.wikidata.org/entity/statement/Q102316299-74D7A30E-A980-4590-849F-519CABF9D82C
5588,Q6135125,statement/Q102316299-A0863354-71F2-4042-B166-B8186E185B90,http://www.wikidata.org/entity/statement/Q102316299-A0863354-71F2-4042-B166-B8186E185B90
5589,Q6135125,statement/Q102316299-7254ec76-c472-4a1c-aded-bb650ad3d4f9,http://www.wikidata.org/entity/statement/Q102316299-7254ec76-c472-4a1c-aded-bb650ad3d4f9
5590,Q6135125,statement/Q102316299-82980f25-c6e5-43dc-b5ca-0243ae273314,http://www.wikidata.org/entity/statement/Q102316299-82980f25-c6e5-43dc-b5ca-0243ae273314
5591,Q6135125,statement/Q102316299-F1C648A8-CC81-4831-B128-1A00D57AB609,http://www.wikidata.org/entity/statement/Q102316299-F1C648A8-CC81-4831-B128-1A00D57AB609
5592,Q6135125,statement/Q102316299-faf1b655-51af-4152-98cf-8eb8807ff9e4,http://www.wikidata.org/entity/statement/Q102316299-faf1b655-51af-4152-98cf-8eb8807ff9e4
5593,Q6135125,Andrew,http://www.wikidata.org/entity/Q18042461
5594,Q6135125,Emma Hazel Cliffe,Emma Hazel Cliffe
5595,Q6135125,Ph.D. University of Bath 2007,Ph.D. University of Bath 2007
5596,Q6135125,Emma Hazel Cliffe,Emma Hazel Cliffe
5597,Q6135125,Emma Hazel Cliffe,Emma Hazel Cliffe
5598,Q6135125,Emma Hazel Cliffe,Emma Hazel Cliffe
5599,Q6135125,2337451486,2337451486
5600,Q6135125,116642,116642
5601,Q6135125,97464,97464
5602,Q6135125,Geoff Smith,http://www.wikidata.org/entity/Q5534325
5603,Q6135125,756562,756562
5604,Q6135125,Ph.D. University of Bath 2011,Ph.D. University of Bath 2011
5605,Q6135125,55484,55484
5606,Q6135125,statement/Q102395944-7605A77F-3CFE-42D6-A42E-E7D9B052A380,http://www.wikidata.org/entity/statement/Q102395944-7605A77F-3CFE-42D6-A42E-E7D9B052A380
5607,Q6135125,statement/Q102395944-577EE086-664B-4CDA-A89C-6A28FD4A2C70,http://www.wikidata.org/entity/statement/Q102395944-577EE086-664B-4CDA-A89C-6A28FD4A2C70
5608,Q6135125,statement/Q102395944-2CFFE29C-4963-41E2-A506-708E9EB6E755,http://www.wikidata.org/entity/statement/Q102395944-2CFFE29C-4963-41E2-A506-708E9EB6E755
5609,Q6135125,statement/Q102395944-3d5a4ba5-74ff-44ab-b328-bfea72033894,http://www.wikidata.org/entity/statement/Q102395944-3d5a4ba5-74ff-44ab-b328-bfea72033894
5610,Q6135125,statement/Q102395944-55ffe0cc-ea88-4199-9fbf-6647474d3d6c,http://www.wikidata.org/entity/statement/Q102395944-55ffe0cc-ea88-4199-9fbf-6647474d3d6c
5611,Q6135125,statement/Q102395944-6868a20d-312b-4d16-955b-a02300cd4a79,http://www.wikidata.org/entity/statement/Q102395944-6868a20d-312b-4d16-955b-a02300cd4a79
5612,Q6135125,Nalina Phisanbut,Nalina Phisanbut
5613,Q6135125,Ph.D. University of Bath 2012,Ph.D. University of Bath 2012
5614,Q6135125,Saif Mohammed Al-Kuwari,Saif Mohammed Al-Kuwari
5615,Q6135125,Nalina Phisanbut,Nalina Phisanbut
5616,Q6135125,Saif Mohammed Al-Kuwari,Saif Mohammed Al-Kuwari
5617,Q6135125,Nalina Phisanbut,Nalina Phisanbut
5618,Q6135125,Nalina Phisanbut,Nalina Phisanbut
5619,Q6135125,2025-04-09T22:45:03Z,2025-04-09T22:45:03Z
5620,Q6135125,2025-04-12T07:13:09Z,2025-04-12T07:13:09Z
5621,Q6135125,2025-04-13T04:16:34Z,2025-04-13T04:16:34Z
5622,Q6135125,female,http://www.wikidata.org/entity/Q6581072
5623,Q6135125,2025-04-21T19:50:29Z,2025-04-21T19:50:29Z
5624,Q6135125,1189969,1189969
5625,Q6135125,محمد,http://www.wikidata.org/entity/Q5837762
5626,Q6135125,2340402038,2340402038
5627,Q6135125,2416728363,2416728363
5628,Q6135125,201666,201666
5629,Q6135125,162668,162668
5630,Q6135125,Wilson,http://www.wikidata.org/entity/Q1645480
5631,Q6135125,4,4
5632,Q6135125,5,5
5633,Q6135125,11,11
5634,Q6135125,statement/Q103296411-9471D4AE-F79F-4407-AD09-A13E5AB907E2,http://www.wikidata.org/entity/statement/Q103296411-9471D4AE-F79F-4407-AD09-A13E5AB907E2
5635,Q6135125,Ali El Kaafarani,Ali El Kaafarani
5636,Q6135125,Ph.D. University of Bath,Ph.D. University of Bath
5637,Q6135125,Ali El Kaafarani,Ali El Kaafarani
5638,Q6135125,Ali El Kaafarani,Ali El Kaafarani
5639,Q6135125,Ali El Kaafarani,Ali El Kaafarani
5640,Q6135125,ডেভিড জন উইলসন,ডেভিড জন উইলসন
5641,Q6135125,David John Wilson,David John Wilson
5642,Q6135125,David John Wilson,David John Wilson
5643,Q6135125,David John Wilson,David John Wilson
5644,Q6135125,statement/Q102395947-06a92de7-4ae1-8775-2a65-a642489c4b91,http://www.wikidata.org/entity/statement/Q102395947-06a92de7-4ae1-8775-2a65-a642489c4b91
5645,Q6135125,statement/Q102395947-4867325c-4986-c2d2-6963-5b7025119140,http://www.wikidata.org/entity/statement/Q102395947-4867325c-4986-c2d2-6963-5b7025119140
5646,Q6135125,statement/Q102395947-7FA16710-1DD1-4EEA-A51B-89804CF7E064,http://www.wikidata.org/entity/statement/Q102395947-7FA16710-1DD1-4EEA-A51B-89804CF7E064
5647,Q6135125,statement/Q102395947-2a12987e-dd42-4016-ae05-96755c399005,http://www.wikidata.org/entity/statement/Q102395947-2a12987e-dd42-4016-ae05-96755c399005
5648,Q6135125,statement/Q102395947-33bfab7a-9568-42a5-91d5-4576db587a8e,http://www.wikidata.org/entity/statement/Q102395947-33bfab7a-9568-42a5-91d5-4576db587a8e
5649,Q6135125,statement/Q102395947-504892dd-22b7-4c95-b582-41ba3935fccf,http://www.wikidata.org/entity/statement/Q102395947-504892dd-22b7-4c95-b582-41ba3935fccf
5650,Q6135125,statement/Q102395947-7e8a2372-4149-1308-8568-15cbcd366060,http://www.wikidata.org/entity/statement/Q102395947-7e8a2372-4149-1308-8568-15cbcd366060
5651,Q6135125,statement/Q102395947-D889014C-2094-41DF-832C-3E012CB8D289,http://www.wikidata.org/entity/statement/Q102395947-D889014C-2094-41DF-832C-3E012CB8D289
5652,Q6135125,statement/Q102395947-dcfbcbe8-4ac6-32fe-754b-712481556fff,http://www.wikidata.org/entity/statement/Q102395947-dcfbcbe8-4ac6-32fe-754b-712481556fff
5653,Q6135125,Locatelli,http://www.wikidata.org/entity/Q3835981
5654,Q6135125,Gregory Kumar Sankaran,http://www.wikidata.org/entity/Q102248979
5655,Q6135125,0000000427117305,0000000427117305
5656,Q6135125,Saif Mohammed Al-Kuwari,Saif Mohammed Al-Kuwari
5657,Q6135125,Saif Mohammed Al-Kuwari,Saif Mohammed Al-Kuwari
5658,Q6135125,David,http://www.wikidata.org/entity/Q18057751
5659,Q6135125,Ph.D. University of Bath 2014,Ph.D. University of Bath 2014
5660,Q6135125,Ph.D. University of Bath 2015,Ph.D. University of Bath 2015
5661,Q6135125,http://g.co/kg/g/11ftc14h4g,http://g.co/kg/g/11ftc14h4g
5662,Q6135125,statement/Q102442802-1e4b0c97-4ed5-a2ab-3976-d0e08603105e,http://www.wikidata.org/entity/statement/Q102442802-1e4b0c97-4ed5-a2ab-3976-d0e08603105e
5663,Q6135125,statement/Q102442802-2321b18b-4c33-8e2a-3af2-1ecab2a71bc5,http://www.wikidata.org/entity/statement/Q102442802-2321b18b-4c33-8e2a-3af2-1ecab2a71bc5
5664,Q6135125,statement/Q102442802-42616d71-4423-898f-0906-4db95700b848,http://www.wikidata.org/entity/statement/Q102442802-42616d71-4423-898f-0906-4db95700b848
5665,Q6135125,statement/Q102442802-9C84AD93-CF12-4300-81AE-E2E1F4E50C7D,http://www.wikidata.org/entity/statement/Q102442802-9C84AD93-CF12-4300-81AE-E2E1F4E50C7D
5666,Q6135125,statement/Q102442802-83561e65-47f2-5cb4-6725-a52c8ad2f239,http://www.wikidata.org/entity/statement/Q102442802-83561e65-47f2-5cb4-6725-a52c8ad2f239
5667,Q6135125,statement/Q102442802-c0489742-487f-a37c-c0d9-d51c1037c614,http://www.wikidata.org/entity/statement/Q102442802-c0489742-487f-a37c-c0d9-d51c1037c614
5668,Q6135125,statement/Q102442802-1e264034-eb66-482f-9559-928a9b3f416b,http://www.wikidata.org/entity/statement/Q102442802-1e264034-eb66-482f-9559-928a9b3f416b
5669,Q6135125,statement/Q102442802-2B69980A-541B-4B21-8B80-0729F297AB2D,http://www.wikidata.org/entity/statement/Q102442802-2B69980A-541B-4B21-8B80-0729F297AB2D
5670,Q6135125,statement/Q102442802-38b463f6-c3ae-4256-91a8-5a057e2fd3fd,http://www.wikidata.org/entity/statement/Q102442802-38b463f6-c3ae-4256-91a8-5a057e2fd3fd
5671,Q6135125,statement/Q102442802-4bb18153-8b00-46dd-8783-9a62ebf31ce6,http://www.wikidata.org/entity/statement/Q102442802-4bb18153-8b00-46dd-8783-9a62ebf31ce6
5672,Q6135125,statement/Q102442802-ff2afaab-4983-7a06-2592-eb8994c5b3e5,http://www.wikidata.org/entity/statement/Q102442802-ff2afaab-4983-7a06-2592-eb8994c5b3e5
5673,Q6135125,/g/11ftc14h4g,/g/11ftc14h4g
5674,Q6135125,acyr_l,acyr_l
5675,Q6135125,acyrl,acyrl
5676,Q6135125,pv4OI2EAAAAJ,pv4OI2EAAAAJ
5677,Q6135125,Acyr Locatelli,Acyr Locatelli
5678,Q6135125,Acyr Locatelli,Acyr Locatelli
5679,Q6135125,Acyr Locatelli,Acyr Locatelli
5680,Q6135125,Acyr Locatelli,Acyr Locatelli
5681,Q6135125,2338959831,2338959831
5682,Q6135125,statement/Q102489253-1413585D-88F8-44E1-800E-0D9C3360CEA0,http://www.wikidata.org/entity/statement/Q102489253-1413585D-88F8-44E1-800E-0D9C3360CEA0
5683,Q6135125,statement/Q102489253-5D9AA1BA-AA14-4031-8B40-EA2AD204288A,http://www.wikidata.org/entity/statement/Q102489253-5D9AA1BA-AA14-4031-8B40-EA2AD204288A
5684,Q6135125,statement/Q102489253-BD2A73E7-2B78-496B-8F1D-4D0B406B12F0,http://www.wikidata.org/entity/statement/Q102489253-BD2A73E7-2B78-496B-8F1D-4D0B406B12F0
5685,Q6135125,statement/Q102489253-FC343C65-A14B-40A5-A275-88D1338507A1,http://www.wikidata.org/entity/statement/Q102489253-FC343C65-A14B-40A5-A275-88D1338507A1
5686,Q6135125,statement/Q102489253-5EEED235-90A1-4DF9-A10C-817B54CD6E20,http://www.wikidata.org/entity/statement/Q102489253-5EEED235-90A1-4DF9-A10C-817B54CD6E20
5687,Q6135125,statement/Q102489253-20902930-91d8-4ae4-ab57-06a87f737cbb,http://www.wikidata.org/entity/statement/Q102489253-20902930-91d8-4ae4-ab57-06a87f737cbb
5688,Q6135125,statement/Q102489253-23936241-9213-4a3b-a63b-cdadfdf0a424,http://www.wikidata.org/entity/statement/Q102489253-23936241-9213-4a3b-a63b-cdadfdf0a424
5689,Q6135125,statement/Q102489253-2a65963c-6048-4769-ad5f-afdeb1bb063c,http://www.wikidata.org/entity/statement/Q102489253-2a65963c-6048-4769-ad5f-afdeb1bb063c
